Description,Solvent 1,Solvent 2,Solvent 3,Solvent 1_Molarity,Solvent 2_Molarity,Solvent 3_Molarity,Salt 1,Salt 2,Salt 3,Salt 1_Molarity,Salt 2_Molarity,Salt 3_Molarity,FC,OC,FO,InOr,F,sF,aF,O,sO,aO,C,sC,aC,CE (%),LCE,Current (mA/cm2),Capacity (mAh/cm2),Cycle
LIFSI SL (1:3 MOLAR),,,,,,,,,,,,,0.16666666666666666,0.8333333333333334,0.19999999999999998,1.5,0.03636363636363636,0.0,0.03636363636363636,0.18181818181818182,0.10909090909090909,0.07272727272727272,0.21818181818181817,0.21818181818181817,0.0,97.3,1.5686362358410122,1.0,0.5,350.0
4 M LIFSI FEC,FEC,,,13.709996794086031,,,LiFSI,,,4.0,,,0.5278386061439707,1.3890105456212747,0.3800105102210579,2.208607060981201,0.12258611363123303,0.07741388636876695,0.045172227262466086,0.322586113631233,0.23224165910630085,0.09034445452493217,0.23224165910630085,0.23224165910630085,0.0,97.41,1.5867002359187476,0.25,0.5,100.0
1M LIFSI FEC-DEC (1:2 BY VOLUME),FEC,DEC,,4.569541931468874,5.5026877169220345,,FEC,,,1.0,,,0.15936955197258287,0.830057627162166,0.19199817790656515,1.0622037381254987,0.04245431485505651,0.029529725805188242,0.012924589049868266,0.22111832163176398,0.19526914353202746,0.025849178099736532,0.26638912094300254,0.26638912094300254,0.0,97.43,1.5900668766687065,0.5,1.0,10.0
1 M LIFSI/EC-ETFEC (3:7 VOL),EC,ETFEC,,4.496831777611229,5.096277875262919,,LiFSI,,,1.0,,,0.4436232364643726,0.8411019688490406,0.527430980896911,1.3617037764651383,0.1178505665871238,0.10421742404691994,0.013633142540203858,0.22344263203256595,0.19617634695215821,0.027266285080407716,0.2656546296501049,0.2656546296501049,0.0,97.5,1.602059991327962,0.25,0.5,10.0
5 M LIFSI PC,PC,,,11.754564689287674,,,LiFSI,,,5.0,,,0.2126833333333333,1.1753666666666667,0.18095062533677433,1.7070749999999997,0.04930739359749619,0.0,0.04930739359749619,0.2724908715055737,0.17387608431058132,0.09861478719499238,0.23183477908077513,0.23183477908077513,0.0,97.5,1.602059991327962,0.5,1.0,100.0
"1 M LIFSI 1,4-DIOXOLANE","1,4-Dioxolane",,,10.37892881621463,,,LiFSI,,,1.0,,,0.038539622641509425,0.4770792452830188,0.08078243399300775,0.5734283018867924,0.01072720875150331,0.0,0.01072720875150331,0.1327913535315341,0.11133693602852747,0.02145441750300662,0.2783423400713187,0.2783423400713187,0.0,97.5,1.602059991327962,1.0,1.0,40.0
1M LIPF6 FEC-TFEC (1:1 W/W),FEC,TFEC,,6.9845125367982135,3.2764018921347033,,LiPF6,,,1.0,,,0.8743121890639685,0.8244888772676571,1.060429331638075,1.7255851924111631,0.23858235738055106,0.1947292347520632,0.04385312262848784,0.22498656936620773,0.22498656936620773,0.0,0.2728800540182053,0.2728800540182053,0.0,97.6,1.6197887582883936,1.0,1.0,40.0
1 M LIPF6 MTFP-FEC (9:1 VOL),MTFP,FEC,,7.86106418918919,1.3709996794086032,,LiPF6,,,1.0,,,0.8705450281498964,0.5578362832882928,1.5605744090690385,1.4565049665865462,0.2349198710549498,0.18938422227809015,0.04553564877685964,0.15053423258112464,0.15053423258112464,0.0,0.26985378522488057,0.26985378522488057,0.0,97.6,1.6197887582883936,0.5,1.0,10.0
5 M LIFSI FEC,FEC,,,13.709996794086031,,,LiFSI,,,5.0,,,0.57646492434663,1.4862631820265932,0.3878619421632928,2.4274254928931684,0.12672368175701895,0.07327631824298105,0.05344736351403791,0.32672368175701894,0.21982895472894312,0.10689472702807581,0.21982895472894312,0.21982895472894312,0.0,97.65,1.6289321377282644,0.25,0.5,100.0
6 M LIFSI FEC,FEC,,,13.709996794086031,,,LiFSI,,,6.0,,,0.6250912425492894,1.5835158184319118,0.39474897268048165,2.6462439248051353,0.13044140525583595,0.06955859474416407,0.06088281051167188,0.33044140525583593,0.2086757842324922,0.12176562102334376,0.2086757842324922,0.2086757842324922,0.0,97.67,1.6326440789739813,0.25,0.5,100.0
1M LIFSI DMB,DMB,,,7.243678705615543,,,LiFSI,,,1.0,,,0.0460171339563863,0.425367601246106,0.10818203789282496,0.5404104361370717,0.011809098958114736,0.0,0.011809098958114736,0.10915951657163189,0.0855413186554024,0.02361819791622947,0.2566239559662072,0.2566239559662072,0.0,97.7,1.638272163982409,0.5,1.0,10.0
"1 M LIPF6 EC-DMC (1:1 V), 0.5 M LINO3 TEGDME, 70%",EC,DMC,DME,2.2484158888056145,1.7817891160993804,6.742121615623612,LiPF6,LiNO3,,0.3,0.35,,0.06287868455561152,0.6784574410320775,0.09267889296041873,0.7576845835721481,0.015858961899496656,0.0,0.015858961899496656,0.17111729966681513,0.16223628100309703,0.008881018663718127,0.25221523019411424,0.2477747208622552,0.004440509331859063,97.7,1.638272163982409,0.5,1.0,80.0
7 M LIFSI FEC,FEC,,,13.709996794086031,,,LiFSI,,,7.0,,,0.6737175607519487,1.6807684548372306,0.4008390083791721,2.8650623567171025,0.13380010180397,0.06619989819603002,0.06760020360793999,0.33380010180396996,0.19859969458809004,0.13520040721587998,0.19859969458809004,0.19859969458809004,0.0,97.74,1.645891560852598,0.25,0.5,100.0
1M LITFSI DME-DOL (1:1) 3% LINO3,DME,DOL,,4.8158011540168655,7.15462080509733,,DME,,,1.0,0.4663763909046928,,0.14042620794908087,0.6866835270815207,0.20449916506066113,0.9082380836804292,0.03446581703253802,0.0,0.03446581703253802,0.16853769071533534,0.13752345768170168,0.031014233033633626,0.24543721243997035,0.23394860676245768,0.011488605677512672,97.8,1.6575773191777934,0.5,1.0,350.0
1 M LIFSI FSA,FSA,,,11.64043635906027,,,LiFSI,,,1.0,,,0.5859074324324325,1.171814864864865,0.5,2.8865834459459463,0.08455217408050049,0.07215489119968721,0.012397282880813286,0.16910434816100098,0.14430978239937442,0.024794565761626572,0.14430978239937442,0.14430978239937442,0.0,97.87,1.6716203965612626,0.5,0.5,200.0
4.6 M LIFSI 2.3 M LITFSI DME,DME,,,9.631602308033731,,,LiFSI,LiTFSI,,4.6,2.3,,0.4839280668701304,1.1828566046614724,0.40911811707609996,2.10231993171472,0.0957528778904736,0.0,0.0957528778904736,0.23404702430389468,0.11914357083532635,0.11490345346856831,0.19786593183108425,0.17871535625298954,0.019150575578094717,97.9,1.6777807052660827,0.5,0.5,200.0
"1 M LIPF6 EC-DMC (1:1 V), 0.5 M LINO3 TEGDME, 50%",EC,DMC,DME,3.7473598146760243,2.9696485268323007,4.8158011540168655,LiPF6,LiNO3,,0.5,0.25,,0.07611464253788995,0.7746600050534381,0.09825554700302278,0.8698033082258004,0.019303503975855802,0.0,0.019303503975855802,0.1964622310357902,0.19163635504182625,0.0048258759939639505,0.25361091285748993,0.25361091285748993,0.0,97.9,1.6777807052660827,0.5,1.0,200.0
1 M LIPF6 FEC-EMC-DMC (34.6:57.2:8.2 WT) 1WT% TMSB,FEC,EMC,DMC,3.8200003625552177,6.048632152209076,1.1336924985453742,LiPF6,TMSB,,1.0,0.01,,0.2849777805908344,0.8657244408902394,0.32917839341325145,1.1782783259367064,0.0748035501624724,0.03507491882938116,0.03972863133309124,0.2272431959668866,0.2272431959668866,0.0,0.26248906145379064,0.26248906145379064,0.0,97.9,1.6777807052660827,1.0,1.0,100.0
LIFSI SL (1:2.5 MOLAR),,,,,,,LiFSI,SL,,1.0,2.5,,0.2,0.9,0.2222222222222222,1.65,0.042105263157894736,0.0,0.042105263157894736,0.18947368421052632,0.10526315789473684,0.08421052631578947,0.21052631578947367,0.21052631578947367,0.0,98.0,1.6989700043360185,1.0,0.5,450.0
1M LIFSI FEC-FEMC-D2 (234:280:793 BY MOL),FEC,FEMC,D2,1.3709996794086032,1.6447368421052635,5.2028350927703135,LiFSI,,,1.0,,,1.4196949090002846,0.5793060510185924,2.450681995301168,2.0942291189461195,0.35377148262108205,0.33795164848752174,0.015819834133560296,0.14435633970437137,0.11271667143725077,0.03163966826712059,0.24918838574282098,0.24918838574282098,0.0,98.16,1.7351821769904643,0.5,1.0,10.0
1 LIFSI - 3 TMS,,,,,,,,,,,,,0.16666666666666666,0.8333333333333334,0.19999999999999998,1.5,0.03636363636363636,0.0,0.03636363636363636,0.18181818181818182,0.10909090909090909,0.07272727272727272,0.21818181818181817,0.21818181818181817,0.0,98.2,1.7447274948966962,0.5,1.0,150.0
1.2M LIFSI DMC-BTFE (1:2 MOL),DMC,BTFE,,2.87789167756822,5.842992193850629,,LiFSI,,,1.2,,,1.1703546220687335,0.6022896256088567,1.9431757950099475,1.8851244096635242,0.2791628377048557,0.2612763608977995,0.017886476807056215,0.14366319219380078,0.10789023857968835,0.03577295361411243,0.23852841902858807,0.23852841902858807,0.0,98.2,1.7447274948966962,0.5,1.0,60.0
4.6 M LIFSI DME,DME,,,9.631602308033731,,,LiFSI,,,4.6,,,0.2387972350230415,0.977594470046083,0.24427023918392743,1.5745875576036867,0.045975716332696016,0.0,0.045975716332696016,0.18821660995745707,0.09626517729206502,0.09195143266539203,0.19253035458413004,0.19253035458413004,0.0,98.2,1.7447274948966962,0.5,0.5,200.0
1 M LIFSI METHF,MTHF,,,9.91524439800302,,,LiFSI,,,1.0,,,0.040341920374707255,0.2806838407494145,0.14372726362513766,0.3815386416861826,0.011859307553028163,0.0,0.011859307553028163,0.08251258149573502,0.0587939663896787,0.023718615106056325,0.2939698319483935,0.2939698319483935,0.0,98.2,1.7447274948966962,1.0,1.0,40.0
LIFSI DMC (1:1.5 MOL),,,,,,,,,,,,,0.4444444444444444,1.8888888888888888,0.23529411764705882,3.0,0.07142857142857142,0.0,0.07142857142857142,0.30357142857142855,0.16071428571428573,0.14285714285714285,0.16071428571428573,0.16071428571428573,0.0,98.3,1.7695510786217257,1.0,1.0,200.0
0.4M LITFSI 0.6M LINO3 DOL-DME (1:1 VOL),DOL,DME,,4.8158011540168655,7.15462080509733,,LiTFSI,LiNO3,,0.4,0.6,,0.05779363127638231,0.658386105081338,0.08778075787192137,0.7595249598150071,0.014531922479101156,0.0,0.014531922479101156,0.16554792680537467,0.14496103662664803,0.020586890178726634,0.2514450495350637,0.2466010753753633,0.004843974159700385,98.34,1.7798919119599463,0.5,1.0,250.0
1 M LIFSI DMETHF,DMeTHF,,,8.317025440313111,,,LiFSI,,,1.0,,,0.04007843137254902,0.2468235294117647,0.16237686685732447,0.3470196078431372,0.01190309806662008,0.0,0.01190309806662008,0.07330538085255066,0.0494991847193105,0.02380619613324016,0.29699510831586307,0.29699510831586307,0.0,98.4,1.7958800173440779,1.0,1.0,40.0
1.2M LIFSI 0.15M LIDFOB EC-EMC-BTFE (0.175:0.825:2 MOL),EC,EMC,BTFE,0.4910071777633912,2.3147481237417016,5.611510603010185,LiFSI,LiDFOB,,1.2,0.15,,1.0863552871690443,0.5803436212664645,1.8719173389005763,1.7787125794407979,0.26487994634146345,0.24521554522757857,0.01966440111388489,0.14150194607259423,0.10217314384482443,0.03932880222776978,0.24382441865010807,0.24163948519300976,0.002184933457098321,98.5,1.8239087409443184,0.5,1.0,200.0
3.25M LITFSI 0.1M LINO3 SL,SL,,,10.493554910168179,,,LiTFSI,LiNO3,,3.25,0.1,,0.402275686840317,0.7073267001407787,0.5687268510580081,1.5292802087381012,0.0928999105906518,0.0,0.0928999105906518,0.16334715060108237,0.09998464748027885,0.06336250312080353,0.23093593182410832,0.1999692949605577,0.030966636863550598,98.5,1.8239087409443184,0.5,1.0,100.0
3 M LITFSI 3WT% LINO3 DOL-DME (1:1 V),DOL,DME,,7.15462080509733,4.8158011540168655,,LiTFSI,LiNO3,,3.0,0.4663763909046928,,0.3852157035218976,0.7991080002064516,0.4820571229700819,1.386912417129762,0.08734237703799538,0.0,0.08734237703799538,0.18118677823876103,0.11616945645076127,0.0650173217879998,0.22673628369626006,0.19762215801692826,0.029114125679331797,98.5,1.8239087409443184,0.5,1.0,350.0
1 M LITFSI DOL-DME (1:1 VOL) 2WT% LINO3,DOL,DME,,7.15462080509733,4.8158011540168655,,LiTFSI,,,1.0,0.31091759393646184,,0.14042620794908087,0.6757682824062332,0.20780230680413123,0.8936844241133793,0.03462039752444133,0.0,0.03462039752444133,0.1666025659526175,0.13814025558661172,0.02846231036600579,0.2465380076131859,0.2349978751050388,0.01154013250814711,98.5,1.8239087409443184,0.5,1.0,150.0
LIFSI DMC-TTE (1:1.5:1.5 MOL),,,,,,,,,,,,,1.1666666666666667,0.8333333333333334,1.4,2.25,0.2545454545454545,0.21818181818181817,0.03636363636363636,0.18181818181818182,0.10909090909090909,0.07272727272727272,0.21818181818181817,0.21818181818181817,0.0,98.6,1.8538719643217616,0.5,1.0,10.0
2M LIFSI 1M LITFSI DOL-DME (1:1 VOL),DOL,DME,,7.15462080509733,4.8158011540168655,,LiFSI,LiTFSI,,2.0,1.0,,0.23404367991513478,0.8411727369877664,0.278234980312419,1.2858557288265224,0.05215024663022011,0.0,0.05215024663022011,0.1874323874433857,0.12485209148712155,0.06258029595626413,0.2228227083471342,0.21239265902109017,0.010430049326044022,98.6,1.8538719643217616,0.5,0.8,200.0
LIFSI-AN-VC (0.52:1:0.09 MOLAR),,,,,,,,,,,,,0.4581497797356828,1.0352422907488987,0.4425531914893617,2.6211453744493394,0.08724832214765102,0.0,0.08724832214765102,0.19714765100671144,0.0226510067114094,0.17449664429530204,0.1904362416107383,0.1904362416107383,0.0,98.6,1.8538719643217616,1.0,1.0,10.0
1M LIFSI 2M LITFSI DOL-DME (1:1 VOL),DOL,DME,,7.15462080509733,4.8158011540168655,,LiFSI,LiTFSI,,1.0,2.0,,0.3130095695786221,0.8035591489383646,0.38952897243738666,1.3177891561032438,0.070795154424239,0.0,0.070795154424239,0.1817455425234607,0.1210639815883987,0.060681560935062,0.22617568695917012,0.2059484999808161,0.020227186978354,98.7,1.8860566476931666,0.5,1.0,200.0
6 M LIFSI DMC,DMC,,,11.878594107329203,,,,,,6.0,,,0.3367401869158879,1.6734803738317758,0.20122147363153853,2.5153308411214956,0.059246640664566336,0.0,0.059246640664566336,0.29443498049842476,0.1759416991692921,0.11849328132913267,0.1759416991692921,0.1759416991692921,0.0,98.7,1.8860566476931666,0.5,1.0,200.0
3 M LIFSI DOL-DME (1:1 VOL),DOL,DME,,7.15462080509733,4.8158011540168655,,LiFSI,,,3.0,,,0.3852157035218976,0.7691654152850591,0.5008229645623543,1.3469889705679055,0.08834197687612674,0.0,0.08834197687612674,0.1763936223518118,0.11749897110106065,0.05889465125075116,0.22933119306519895,0.19988386743982337,0.02944732562537558,98.75,1.903089986991945,1.0,1.62,100.0
1 LIFSI - 3 TMS- 3 TTE,,,,,,,,,,,,,0.9629629629629629,0.48148148148148145,2.0,1.6666666666666667,0.23853211009174313,0.22018348623853212,0.01834862385321101,0.11926605504587157,0.08256880733944955,0.03669724770642202,0.24770642201834864,0.24770642201834864,0.0,98.8,1.920818753952375,0.5,1.0,150.0
1M LIFSI+0.3 M LINO3-FEC/GBL (1:2 V/V),FEC,GBL,,4.565428932430649,8.752011894805316,,LiFSI,LiNO3,,1.0,0.3,,0.13480173821237373,0.7412135090036525,0.18186627277419126,0.9437710238269753,0.04048275007321517,0.02815065403201176,0.012332096041203411,0.2225962486374774,0.19238261333652906,0.03021363530094836,0.30031326457702284,0.30031326457702284,0.0,98.8,1.920818753952375,0.5,1.0,200.0
8 M LIFSI PC,PC,,,11.754564689287674,,,LiFSI,,,8.0,,,0.3402933333333333,1.4305866666666665,0.23786977836598505,2.2813199999999996,0.06872576475657044,0.0,0.06872576475657044,0.2889218009478673,0.1514702714347264,0.13745152951314088,0.20196036191296857,0.20196036191296857,0.0,98.8,1.920818753952375,0.5,1.0,200.0
1 M LIFSI DOL-DME (1:1 VOL),DOL,DME,,4.8158011540168655,7.15462080509733,,LiFSI,,,1.0,,,0.049107390877423586,0.6860509718687625,0.07157979930216839,0.8088194490623214,0.012066099493634309,0.0,0.012066099493634309,0.1685685013267254,0.1444363023394568,0.024132198987268618,0.24570842144214844,0.24570842144214844,0.0,98.9,1.9586073148417789,0.5,1.0,10.0
1 M LIFSI DEE,DEE,,,9.62493254182407,,,LiFSI,,,1.0,,,0.051948416035884494,0.353896832071769,0.14678971759020873,0.4837678721614802,0.01295555050602157,0.0,0.01295555050602157,0.08825925084336929,0.062348149831326145,0.02591110101204314,0.24939259932530458,0.24939259932530458,0.0,98.9,1.9586073148417789,0.5,1.0,10.0
0.47M LIFSI DOL-BTFE (1:4 W/W),DOL,BTFE,,3.5595632921178777,5.79299023580799,,LiFSI,,,0.47,,,1.0545717896269668,0.43698175550247315,2.4133085108195056,1.5332071017335624,0.273024304640727,0.2658350148332331,0.007189289807493978,0.11313278158042632,0.09875420196543837,0.014378579614987955,0.2588958924620047,0.2588958924620047,0.0,98.92,1.9665762445130535,0.5,1.0,10.0
1M LIFSI FDMB,FDMB,,,6.36373198695698,,,LiFSI,,,1.0,,,0.7190468319559228,0.4380936639118457,1.6413084488266219,1.2357107438016528,0.18303028603084,0.1696971396916,0.013333146339240008,0.11151486252428001,0.0848485698458,0.026666292678480016,0.2545457095374,0.2545457095374,0.0,98.98,1.991399828238083,0.5,1.0,10.0
2.2M LIFSI TEP (= 1:2 MR),TEP,,,5.885162473305408,,,LiFSI,,,2.2,,,0.12460715174129353,0.9158809701492537,0.13605168772202714,1.3940655161691542,0.025140813653571407,0.0,0.025140813653571407,0.18478869372747253,0.1345070664203297,0.050281627307142814,0.20176059963049456,0.20176059963049456,0.0,99.0,1.9999999999999996,0.2,1.0,140.0
1.3 M LITFSI 0.04 M LINO3 SL-D2 (1:2 WT),SL,D2,,3.5228588541737094,4.937368341348108,,LiTFSI,LiNO3,,1.3,0.04,,1.1624731601166824,0.4748258654350836,2.4482094273687194,1.8420924597331365,0.28641380872492106,0.23367668718717735,0.05273712153774372,0.11698909640779882,0.08101967505128645,0.035969421356512384,0.24638315838291908,0.22880411787033783,0.017579040512581242,99.0,1.9999999999999996,0.5,1.0,100.0
1.2 M LIFSI DEE,DEE,,,,7.125207324916224,,LiFSI,,,1.2,,,0.05613871733966746,0.44561076801266825,0.1259815098051479,0.5859575613618367,0.014221837819796386,0.0,0.014221837819796386,0.11288829481241261,0.08444461917281984,0.028443675639592773,0.2533338575184595,0.2533338575184595,0.0,99.0,1.9999999999999996,0.5,1.0,10.0
1 M LIFSI DEE,DEE,,,,7.125207324916224,,LiFSI,,,1.0,,,0.04678226444972288,0.42689786223277915,0.10958655123040512,0.5438535233570864,0.011993674932963626,0.0,0.011993674932963626,0.1094447703509438,0.08545742048501653,0.02398734986592725,0.2563722614550496,0.2563722614550496,0.0,99.04,2.0177287669604342,0.5,1.0,10.0
4M LIFSI DME,DME,,,9.631602308033731,,,LiFSI,,,4.0,,,0.2076497695852535,0.915299539170507,0.22686537106031618,1.4344239631336406,0.041214671178999365,0.0,0.041214671178999365,0.18167017287112414,0.09924083051312539,0.08242934235799873,0.19848166102625078,0.19848166102625078,0.0,99.1,2.045757490560675,0.2,1.0,500.0
5 M LIFSI/EC-ETFEC (3:7 VOL),EC,ETFEC,,4.496831777611229,5.096277875262919,,LiFSI,,,5.0,,,0.6488994262023062,1.251654348324908,0.5184334054131876,2.28544663028584,0.13545074930019868,0.08188926390133464,0.053561485398864066,0.2612693315783643,0.15414636078063618,0.10712297079772813,0.20873920338152596,0.20873920338152596,0.0,99.1,2.045757490560675,0.25,0.5,10.0
2 M LIFSI 1 M LITFSI 3WT% LINO3 DOL-DME (1:1 V),DOL,DME,,7.15462080509733,4.8158011540168655,,LiFSI,LiTFSI,,2.0,1.0,,0.23404367991513478,0.8739184710136284,0.2678095127611566,1.329516707527672,0.05152367637794367,0.020609470551177466,0.0309142058267662,0.19238926894988445,0.16457097052812097,0.027818298421763487,0.22014555743024708,0.20984082215465835,0.010304735275588733,99.1,2.045757490560675,0.5,1.0,450.0
LIFSI-1.4TEP-3TTE,,,,,,,,,,,,,1.1111111111111112,0.5384615384615384,2.0634920634920633,1.8376068376068377,0.2589641434262948,0.2390438247011952,0.0199203187250996,0.1254980079681275,0.08565737051792828,0.0398406374501992,0.2330677290836653,0.2330677290836653,0.0,99.1,2.045757490560675,0.5,1.0,10.0
2.54M LIFSI DME-BTFE (1:4 W/W),DME,BTFE,,2.77333257598018,5.490854865049735,,LiFSI,,,2.54,,,1.1502984855326432,0.6412463466090134,1.793848014285864,2.0220575127401252,0.24994145469108509,0.2165503100226099,0.03339114466847517,0.13933257037418942,0.0725502810372391,0.06678228933695034,0.21728399874868148,0.21728399874868148,0.0,99.11,2.0506099933550863,0.5,1.0,10.0
1M LIFSI DMC-BTFE (1:2 BY MOL),DMC,BTFE,,2.9108098851914996,5.821622658341667,,LiFSI,,,1.0,,,1.1533723066484836,0.5794715170431417,1.990386537950605,1.8265384259120552,0.27923329060460994,0.2641108813362473,0.015122409268362605,0.14029098633882522,0.11004616780210003,0.03024481853672521,0.2421016084702237,0.2421016084702237,0.0,99.12,2.0555173278498353,0.5,1.0,10.0
1.2M LIFSI TEP-BTFE (1:3 MOL),TEP,BTFE,,1.7890317309362687,1.7890317309362687,,LiFSI,,,1.2,,,1.074528210443509,0.5379453097759068,1.9974673836102927,1.7798213914402348,0.24890130419569972,0.23163775671647216,0.017263547479227564,0.12460844479263875,0.09008134983418362,0.03452709495845513,0.23163775671647216,0.23163775671647216,0.0,99.2,2.096910013008062,0.5,1.0,10.0
5.5M LIFSI DMC,DMC,,,11.878594107329203,,,LiFSI,,,5.5,,,0.30867850467289726,1.6173570093457945,0.19085365994596007,2.3890532710280374,0.0556840424653077,0.0,0.0556840424653077,0.2917630318489808,0.18039494691836538,0.1113680849306154,0.18039494691836538,0.18039494691836538,0.0,99.2,2.096910013008062,0.5,1.0,10.0
2M LIPF6 THF-MTHF (1:1 VOL),THF,MTHF,,6.157772106956618,4.95762219900151,,LiPF6,,,2.0,,,0.24282060697356073,0.22492056601026778,1.0795838338877193,0.5082112741460886,0.0684255872232152,0.0,0.0684255872232152,0.06338144855023063,0.06338144855023063,0.0,0.281794811717383,0.281794811717383,0.0,99.2,2.096910013008062,0.5,1.0,100.0
1 M LIPF6 FEC-FEMC-D2 (2:6:2 WT),FEC,FEMC,D2,2.570692386397341,4.676243180481838,1.5077614011508933,LiPF6,,,1.0,,,1.4123380176006606,0.521189434694791,2.7098362391550146,1.9643459020389809,0.36236869332657035,0.3149254840179994,0.047443209308570905,0.13372346568055518,0.13372346568055518,0.0,0.25657363096560803,0.25657363096560803,0.0,99.2,2.096910013008062,0.2,1.0,500.0
LIFSI-TEP 1:1 MOLAR,,,,,,,,,,,,,0.3333333333333333,1.3333333333333333,0.25,2.3333333333333335,0.05555555555555555,0.0,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.0,99.2,2.096910013008062,0.2,1.0,300.0
10 M LIFSI DMC,DMC,,,11.878594107329203,,,,,,10.0,,,0.5612336448598132,2.1224672897196264,0.2644251092010709,3.5255514018691594,0.08245956114574465,0.0,0.08245956114574465,0.3118446708593085,0.14692554856781917,0.1649191222914893,0.14692554856781917,0.14692554856781917,0.0,99.2,2.096910013008062,0.5,1.0,200.0
4.5 M LIFSI/DME (1 : 1),DME,,,9.631602308033731,,,LiFSI,,,4.5,,,0.23360599078341018,0.9672119815668203,0.24152512089954026,1.5512269585253458,0.04520213560417759,0.0,0.04520213560417759,0.18715293645574418,0.09674866524738901,0.09040427120835517,0.19349733049477802,0.19349733049477802,0.0,99.22,2.107905397309518,0.5,1.0,500.0
LIFSI DME-TTE (1:1.2:3),,,,,,,,,,,,,1.3131313131313131,0.47474747474747475,2.765957446808511,1.9393939393939392,0.31250000000000006,0.2884615384615385,0.024038461538461543,0.11298076923076925,0.11298076923076925,0.04807692307692309,0.23798076923076927,0.23798076923076927,0.0,99.3,2.1549019599857426,0.5,1.0,10.0
1M LITFSI IN FDMA/FEC (1:1 BY VOL),FDMA,FEC,,4.464981785709224,6.8549983970430155,,LiTFSI,,,1.0,,,0.7247464959948232,0.5663897777631391,1.2795896473574913,1.5213129046211697,0.18981505498874351,0.15311214893172118,0.03670290605702234,0.14834056791623373,0.12387196387821883,0.024468604038014895,0.26190544699108054,0.24967114497207307,0.012234302019007447,99.3,2.1549019599857426,1.0,1.0,100.0
LIFSI-DME-FB (1:1.2:3 MOLAR),,,,,,,,,,,,,0.21929824561403508,0.2807017543859649,0.78125,0.631578947368421,0.0766871165644172,0.04601226993865031,0.030674846625766878,0.098159509202454,0.03680981595092025,0.061349693251533756,0.3496932515337424,0.3496932515337424,0.0,99.3,2.1549019599857426,1.0,1.0,500.0
LIFSI-TEP 1:1.5 MOLAR,,,,,,,,,,,,,0.2222222222222222,1.1111111111111112,0.19999999999999998,1.8333333333333333,0.04081632653061224,0.0,0.04081632653061224,0.20408163265306123,0.12244897959183673,0.08163265306122448,0.1836734693877551,0.1836734693877551,0.0,99.3,2.1549019599857426,0.2,1.0,300.0
10 M LIFSI EC-DMC,EC,DMC,,7.494719629352049,5.9392970536646015,,LiFSI,,,10.0,,,0.4962526714065123,1.9925053428130246,0.24905964402880917,3.2331370213293056,0.08122857869907459,0.0,0.08122857869907459,0.326141069605314,0.16368391220716486,0.16245715739814917,0.16368391220716486,0.16368391220716486,0.0,99.3,2.1549019599857426,0.5,1.0,240.0
1.33 M LIFSI DME-TTE (1:2 VOL),DME,TTE,,2.198601787299317,,,LiFSI,,,1.33,,,0.5518873241396554,0.5551128506645212,0.9941894219868904,1.2157487855063753,0.13008085617282353,0.11299269128965084,0.017088164883172694,0.13084111870035448,0.09666478893400911,0.03417632976634539,0.23570183710163728,0.23570183710163728,0.0,99.3,2.1549019599857426,0.2,0.5,100.0
LIFSI-2.2DMC-3TTE,,,,,,,,,,,,,1.2037037037037037,0.6296296296296297,1.9117647058823528,1.972222222222222,0.28761061946902655,0.2654867256637168,0.022123893805309734,0.1504424778761062,0.10619469026548674,0.04424778761061947,0.23893805309734514,0.23893805309734514,0.0,99.3,2.1549019599857426,0.5,1.0,10.0
1.2 M LIFSI F3DEE,F3DEE,,,,6.215581941120432,,LiFSI,,,1.2,,,0.5643543925233645,0.46204211838006237,1.2214349516490248,1.1229280996884736,0.14149757460972867,0.12536234012200997,0.016135234487718707,0.11584536239011074,0.08357489341467332,0.032270468975437415,0.25072468024401995,0.25072468024401995,0.0,99.3,2.1549019599857426,0.5,1.0,10.0
1.2 M LIFSI F6DEE,F6DEE,,,,6.1912932727176235,,LiFSI,,,1.2,,,1.064606857142857,0.4625470476190476,2.301618532910114,1.6240641904761903,0.266838760561121,0.2506453521042036,0.01619340845691741,0.11593526761523601,0.0835484507014012,0.03238681691383482,0.2506453521042036,0.2506453521042036,0.0,99.3,2.1549019599857426,0.5,1.0,10.0
4 M LIFSI DEE,DEE,,,,7.125207324916224,,LiFSI,,,4.0,,,0.18712905779889152,0.7075914489311165,0.2644591848609358,1.1754140934283452,0.040659794381976075,0.0,0.040659794381976075,0.15374695495396304,0.07242736619001088,0.08131958876395215,0.2172820985700326,0.2172820985700326,0.0,99.38,2.2076083105017474,0.5,1.0,10.0
1.28M LIFSI FEC-FEMC-D2,FEC,FEMC,D2,1.3709996794086032,1.6447368421052635,5.2028350927703135,LiFSI,,,1.28,,,1.4374708320000367,0.6148578970180965,2.33789114358196,2.174220772445004,0.3504395816996277,0.33062895516487684,0.019810626534750846,0.14989559401072355,0.11027434094122185,0.03962125306950169,0.2437890035041899,0.2437890035041899,0.0,99.4,2.221848749616364,,2.0,100.0
